external_compound_id,preferred_name,compound_family,strict_inclusion_class,source_ids,smiles_canonical,inchikey,auto_review_decision,auto_review_confidence,auto_mechanism_scope,auto_fks1_specificity,accepted_direct_evidence_rows,high_confidence_direct_rows,medium_high_confidence_direct_rows,fks1_specific_direct_rows,target_unchecked_direct_rows,whole_cell_label_direct_rows,unique_source_reference_count,evidence_summary,recommended_action,manual_override_decision,manual_note
EXT-FKS-0055,CHEMBL414690,pneumocandin,direct_FKS_or_beta_1_3_glucan_synthase_inhibitor_evidence,ChEMBL:CHEMBL414690,CCC(C)CC(C)CCCCCCCCC(=O)N[C@@H]1C[C@@H](O)[C@@H](O)NC(=O)[C@@H]2[C@@H](O)CCN2C(=O)[C@H]([C@@H](O)CC(N)=O)NC(=O)[C@H]([C@@H](O)[C@H](O)c2ccc(O)c(NC(=O)CN)c2)NC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@H]([C@@H](C)O)NC1=O,JEFYZWMIOKCYDC-JUAGRKTBSA-N,auto_accept_direct_FKS_or_glucan_synthase,high,FKS_or_beta_1_3_glucan_synthase_inhibitor,FKS_or_beta_1_3_glucan_synthase_inhibitor,1,1,0,0,0,0,1,"1/1 direct evidence rows accepted by database-field review; example target='1,3-beta-glucan synthase component GSC2', method='In vitro inhibition of 1,3-beta-glucan synthase in Candida albicans membrane assay.'",can_enter_strict_external_FKS_or_glucan_synthase_candidate_set_after_optional_spot_check,,
EXT-FKS-0091,CHEMBL415669,pneumocandin,direct_FKS_or_beta_1_3_glucan_synthase_inhibitor_evidence,ChEMBL:CHEMBL415669,CCC(C)CC(C)CCCCCCCCC(=O)N[C@@H]1C[C@@H](O)CNC(=O)[C@@H]2[C@@H](O)CCN2C(=O)[C@H]([C@@H](O)CC(N)=O)NC(=O)[C@H]([C@@H](O)Cc2ccc(O)c(I)c2)NC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@H]([C@@H](C)O)NC1=O,CYTCSJFRKOSRSJ-HYTINFHMSA-N,auto_accept_direct_FKS_or_glucan_synthase,high,FKS_or_beta_1_3_glucan_synthase_inhibitor,FKS_or_beta_1_3_glucan_synthase_inhibitor,1,1,0,0,0,0,1,"1/1 direct evidence rows accepted by database-field review; example target='1,3-beta-glucan synthase component GSC2', method='In vitro inhibition of 1,3-beta-glucan synthase in Candida albicans membrane assay.'",can_enter_strict_external_FKS_or_glucan_synthase_candidate_set_after_optional_spot_check,,
EXT-FKS-0408,CHEMBL415670,mixed_fks,direct_FKS_or_beta_1_3_glucan_synthase_inhibitor_evidence,ChEMBL:CHEMBL415670,CCC(C)CC(C)CCCCCCCCC(=O)N[C@H]1C[C@@H](O)CNC(=O)[C@@H]2[C@@H](O)CCN2C(=O)[C@H]([C@H](O)CCN)NC(=O)[C@H]([C@H](O)Cc2ccc(O)cc2)NC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@H]([C@@H](C)O)NC1=O,WUDMAISRDJLWQM-KESYHRTFSA-N,auto_accept_direct_FKS_or_glucan_synthase,high,FKS_or_beta_1_3_glucan_synthase_inhibitor,FKS_or_beta_1_3_glucan_synthase_inhibitor,1,1,0,0,0,0,1,"1/1 direct evidence rows accepted by database-field review; example target='Beta-1,3-glucan synthase', method='Tested for inhibition of Beta-1,3-glucan synthase using a crude membrane of Candida albicans (MY 1208).'",can_enter_strict_external_FKS_or_glucan_synthase_candidate_set_after_optional_spot_check,,
EXT-FKS-0092,CHEMBL415843,mixed_fks,direct_FKS_or_beta_1_3_glucan_synthase_inhibitor_evidence,ChEMBL:CHEMBL415843,CCCCCCCCCCCCC[C@@H]1CC(=O)N[C@H]([C@@H](C)O)C(=O)N[C@H](C)C(=O)N[C@@H](Cc2ccc(O)cc2)C(=O)N[C@@H](C(C)C)C(=O)N2C[C@H](O)C[C@H]2C(=O)N[C@H]([C@@H](C)O)C(=O)N[C@@H]([C@@H](C)O)C(=O)N2CC[C@H](O)[C@H]2C(=O)N[C@@H]([C@H](O)CC(N)=O)C(=O)NCC(=O)N[C@H]([C@@H](C)O)C(=O)N[C@@H](CCCN(CCCN)C(=O)[C@H](CCCN)N(CCN)CCN)C(=O)O1,WRLKNYWWAPRBTD-MUYNXBBSSA-N,auto_accept_direct_FKS_or_glucan_synthase,high,FKS_or_beta_1_3_glucan_synthase_inhibitor,FKS_or_beta_1_3_glucan_synthase_inhibitor,1,1,0,0,0,0,1,"1/1 direct evidence rows accepted by database-field review; example target='Beta-1,3-glucan synthase', method='In vitro inhibitory activity against Beta glucan synthase'",can_enter_strict_external_FKS_or_glucan_synthase_candidate_set_after_optional_spot_check,,
EXT-FKS-0210,CHEMBL428110,mixed_fks,direct_FKS_or_beta_1_3_glucan_synthase_inhibitor_evidence,ChEMBL:CHEMBL428110,CCC(C)CC(C)CCCCCCCCC(=O)N[C@H]1C[C@@H](O)[C@@H](O)NC(=O)[C@@H]2[C@@H](O)CCN2C(=O)[C@H]([C@H](O)CCN(C)C)NC(=O)[C@H]([C@H](O)[C@@H](O)c2ccc(O)cc2)NC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@H]([C@@H](C)O)NC1=O,KSPHQGHIKWDZMN-FJZLEIPDSA-N,auto_accept_direct_FKS_or_glucan_synthase,high,FKS_or_beta_1_3_glucan_synthase_inhibitor,FKS_or_beta_1_3_glucan_synthase_inhibitor,1,1,0,0,0,0,1,"1/1 direct evidence rows accepted by database-field review; example target='Beta-1,3-glucan synthase', method='Tested for inhibition of Beta-1,3-glucan synthase using a crude membrane of Candida albicans (MY 1208).'",can_enter_strict_external_FKS_or_glucan_synthase_candidate_set_after_optional_spot_check,,
EXT-FKS-0093,CHEMBL428264,pneumocandin,direct_FKS_or_beta_1_3_glucan_synthase_inhibitor_evidence,ChEMBL:CHEMBL428264,CCC(C)CC(C)CCCCCCCCC(=O)N[C@@H]1C[C@@H](O)CNC(=O)[C@@H]2[C@@H](O)CCN2C(=O)[C@H]([C@@H](O)CC(N)=O)NC(=O)[C@H]([C@@H](O)Cc2ccc(O)cc2)NC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@H]([C@@H](C)O)NC1=O,ZDGSWUBIMMFISL-OMEKCKKKSA-N,auto_accept_direct_FKS_or_glucan_synthase,high,FKS_or_beta_1_3_glucan_synthase_inhibitor,FKS_or_beta_1_3_glucan_synthase_inhibitor,1,1,0,0,0,0,1,"1/1 direct evidence rows accepted by database-field review; example target='1,3-beta-glucan synthase component GSC2', method='In vitro inhibition of 1,3-beta-glucan synthase in Candida albicans membrane assay.'",can_enter_strict_external_FKS_or_glucan_synthase_candidate_set_after_optional_spot_check,,
EXT-FKS-0153,CHEMBL428614,mixed_fks,direct_FKS_or_beta_1_3_glucan_synthase_inhibitor_evidence,ChEMBL:CHEMBL428614,CCC(C)CC(C)CCCCCCCCC(=O)NC1C[C@@H](O)[C@@H](O)NC(=O)C2CN(C[C@@H]2O)C(=O)[C@H]([C@H](O)CCNC(=O)CN)NC(=O)[C@H]([C@H](O)[C@@H](O)c2ccc(O)cc2)NC(=O)C2C[C@@H](O)CN2C(=O)[C@H]([C@@H](C)O)NC1=O,DJLBXGAUWBJJQP-TVQDTUTDSA-N,auto_accept_direct_FKS_or_glucan_synthase,high,FKS_or_beta_1_3_glucan_synthase_inhibitor,FKS_or_beta_1_3_glucan_synthase_inhibitor,1,1,0,0,0,0,1,"1/1 direct evidence rows accepted by database-field review; example target='1,3-beta-glucan synthase', method='Inhibition of 1,3-beta-glucan synthase'",can_enter_strict_external_FKS_or_glucan_synthase_candidate_set_after_optional_spot_check,,
EXT-FKS-0211,CHEMBL428798,mixed_fks,direct_FKS_or_beta_1_3_glucan_synthase_inhibitor_evidence,ChEMBL:CHEMBL428798,CCC(C)CC(C)CCCCCCCCC(=O)N[C@H]1C[C@@H](O)CNC(=O)[C@@H]2[C@@H](O)CCN2C(=O)[C@H]([C@H](O)CC(=O)O)NC(=O)[C@H]([C@H](O)Cc2ccc(O)cc2)NC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@H]([C@@H](C)O)NC1=O,BYDYOAYMMFPOIW-IQTRWBIESA-N,auto_accept_direct_FKS_or_glucan_synthase,high,FKS_or_beta_1_3_glucan_synthase_inhibitor,FKS_or_beta_1_3_glucan_synthase_inhibitor,1,1,0,0,0,0,1,"1/1 direct evidence rows accepted by database-field review; example target='Beta-1,3-glucan synthase', method='Tested for inhibition of Beta-1,3-glucan synthase using a crude membrane of Candida albicans (MY 1208).'",can_enter_strict_external_FKS_or_glucan_synthase_candidate_set_after_optional_spot_check,,
EXT-FKS-0154,CHEMBL429520,mixed_fks,direct_FKS_or_beta_1_3_glucan_synthase_inhibitor_evidence,ChEMBL:CHEMBL429520,CCC(C)CC(C)CCCCCCCCC(=O)NC1C[C@@H](O)[C@@H](O)NC(=O)C2CN(C[C@@H]2O)C(=O)[C@H]([C@H](O)CCNC(=O)CCN)NC(=O)[C@H]([C@H](O)[C@@H](O)c2ccc(O)cc2)NC(=O)C2C[C@@H](O)CN2C(=O)[C@H]([C@@H](C)O)NC1=O,XRXQXDRADCYFBG-GJWVBUFMSA-N,auto_accept_direct_FKS_or_glucan_synthase,high,FKS_or_beta_1_3_glucan_synthase_inhibitor,FKS_or_beta_1_3_glucan_synthase_inhibitor,1,1,0,0,0,0,1,"1/1 direct evidence rows accepted by database-field review; example target='1,3-beta-glucan synthase', method='Inhibition of 1,3-beta-glucan synthase'",can_enter_strict_external_FKS_or_glucan_synthase_candidate_set_after_optional_spot_check,,
EXT-FKS-0155,CHEMBL437250,mixed_fks,direct_FKS_or_beta_1_3_glucan_synthase_inhibitor_evidence,ChEMBL:CHEMBL437250,CCC(C)CC(C)CCCCCCCCC(=O)NC1C[C@@H](O)[C@@H](O)NC(=O)C2CN(C[C@@H]2O)C(=O)[C@H]([C@H](O)CCNC(=O)CCCN)NC(=O)[C@H]([C@H](O)[C@@H](O)c2ccc(O)cc2)NC(=O)C2C[C@@H](O)CN2C(=O)[C@H]([C@@H](C)O)NC1=O,OJPVZUUCRJMOOS-SPHRYDHZSA-N,auto_accept_direct_FKS_or_glucan_synthase,high,FKS_or_beta_1_3_glucan_synthase_inhibitor,FKS_or_beta_1_3_glucan_synthase_inhibitor,1,1,0,0,0,0,1,"1/1 direct evidence rows accepted by database-field review; example target='1,3-beta-glucan synthase', method='Inhibition of 1,3-beta-glucan synthase'",can_enter_strict_external_FKS_or_glucan_synthase_candidate_set_after_optional_spot_check,,
EXT-FKS-0212,CHEMBL437438,mixed_fks,direct_FKS_or_beta_1_3_glucan_synthase_inhibitor_evidence,ChEMBL:CHEMBL437438,CCC(C)CC(C)CCCCCCCCC(=O)N[C@H]1C[C@@H](O)CNC(=O)[C@@H]2[C@@H](O)CCN2C(=O)[C@H]([C@H](O)CC(N)=O)NC(=O)[C@H]([C@H](O)Cc2ccc(O)cc2)NC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@H]([C@@H](C)O)NC1=O,ZDGSWUBIMMFISL-IQTRWBIESA-N,auto_accept_direct_FKS_or_glucan_synthase,high,FKS_or_beta_1_3_glucan_synthase_inhibitor,FKS_or_beta_1_3_glucan_synthase_inhibitor,1,1,0,0,0,0,1,"1/1 direct evidence rows accepted by database-field review; example target='Beta-1,3-glucan synthase', method='Tested for inhibition of Beta-1,3-glucan synthase using a crude membrane of Candida albicans (MY 1208).'",can_enter_strict_external_FKS_or_glucan_synthase_candidate_set_after_optional_spot_check,,
EXT-FKS-0035,CHEMBL437803,pneumocandin,direct_FKS_or_beta_1_3_glucan_synthase_inhibitor_evidence,ChEMBL:CHEMBL437803,CCC(C)CC(C)CCCCCCCCC(=O)N[C@H]1C[C@@H](O)[C@@H](O)NC(=O)[C@@H]2[C@@H](O)CCN2C(=O)[C@H]([C@H](O)CCN)NC(=O)[C@H]([C@H](O)[C@@H](O)c2ccc(O)cc2)NC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@H]([C@@H](C)O)NC1=O,OXVVQYCKEAJWFA-QVCGFCSKSA-N,auto_accept_direct_FKS_or_glucan_synthase,high,FKS_or_beta_1_3_glucan_synthase_inhibitor,FKS_or_beta_1_3_glucan_synthase_inhibitor,1,1,0,0,0,0,1,"1/1 direct evidence rows accepted by database-field review; example target='Beta-1,3-glucan synthase', method='Tested for inhibition of Beta-1,3-glucan synthase using a crude membrane of Candida albicans (MY 1208).'",can_enter_strict_external_FKS_or_glucan_synthase_candidate_set_after_optional_spot_check,,
EXT-FKS-0156,CHEMBL438185,pneumocandin,direct_FKS_or_beta_1_3_glucan_synthase_inhibitor_evidence,ChEMBL:CHEMBL438185,CCC(C)CC(C)CCCCCCCCC(=O)N[C@@H]1C[C@@H](O)CNC(=O)[C@@H]2[C@@H](O)CCN2C(=O)[C@H]([C@@H](O)CC(N)=O)NC(=O)[C@H]([C@@H](O)Cc2ccc(O)c(/C=C/C(=O)OC)c2)NC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@H]([C@@H](C)O)NC1=O,BODPDTBRVDGLKM-BSWWKCPPSA-N,auto_accept_direct_FKS_or_glucan_synthase,high,FKS_or_beta_1_3_glucan_synthase_inhibitor,FKS_or_beta_1_3_glucan_synthase_inhibitor,1,1,0,0,0,0,1,"1/1 direct evidence rows accepted by database-field review; example target='1,3-beta-glucan synthase component GSC2', method='In vitro inhibition of 1,3-beta-glucan synthase in Candida albicans membrane assay.'",can_enter_strict_external_FKS_or_glucan_synthase_candidate_set_after_optional_spot_check,,
EXT-FKS-0157,CHEMBL438381,mixed_fks,direct_FKS_or_beta_1_3_glucan_synthase_inhibitor_evidence,ChEMBL:CHEMBL438381,CCC(C)CC(C)CCCCCCCCC(=O)NC1C[C@@H](O)[C@@H](O)NC(=O)C2CN(C[C@@H]2O)C(=O)[C@H]([C@H](O)CCNC(=O)[C@@H](N)CN)NC(=O)[C@H]([C@H](O)[C@@H](O)c2ccc(O)cc2)NC(=O)C2C[C@@H](O)CN2C(=O)[C@H]([C@@H](C)O)NC1=O,YACAGLUUPAACRO-OAGASEJOSA-N,auto_accept_direct_FKS_or_glucan_synthase,high,FKS_or_beta_1_3_glucan_synthase_inhibitor,FKS_or_beta_1_3_glucan_synthase_inhibitor,1,1,0,0,0,0,1,"1/1 direct evidence rows accepted by database-field review; example target='1,3-beta-glucan synthase', method='Inhibition of 1,3-beta-glucan synthase'",can_enter_strict_external_FKS_or_glucan_synthase_candidate_set_after_optional_spot_check,,
EXT-FKS-0158,CHEMBL438668,mixed_fks,direct_FKS_or_beta_1_3_glucan_synthase_inhibitor_evidence,ChEMBL:CHEMBL438668,CCCCCCCCOc1ccc(NC(=O)[C@]2(O)C[C@@H](O)[C@@H](O)[C@H](OC(=O)/C=C/c3ccc(O)c(O)c3)C2)cc1,HZNJRLWMTDJHQX-XWPDGZPZSA-N,auto_accept_direct_FKS_or_glucan_synthase,high,FKS_or_beta_1_3_glucan_synthase_inhibitor,FKS_or_beta_1_3_glucan_synthase_inhibitor,1,1,0,0,0,0,1,"1/1 direct evidence rows accepted by database-field review; example target='Beta-1,3-glucan synthase', method='Inhibition of Candida albicans 1,3 beta-D-glucan synthase'",can_enter_strict_external_FKS_or_glucan_synthase_candidate_set_after_optional_spot_check,,
EXT-FKS-0094,CHEMBL439260,pneumocandin,direct_FKS_or_beta_1_3_glucan_synthase_inhibitor_evidence,ChEMBL:CHEMBL439260,CCC(C)CC(C)CCCCCCCCC(=O)N[C@@H]1C[C@@H](O)[C@@H](O)NC(=O)[C@@H]2[C@@H](O)CCN2C(=O)[C@H]([C@@H](O)CC(N)=O)NC(=O)[C@H]([C@@H](O)[C@H](O)c2ccc(O)c(NC(C)=O)c2)NC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@H]([C@@H](C)O)NC1=O,XRNDGTRTKPYKPG-CEXKYUCZSA-N,auto_accept_direct_FKS_or_glucan_synthase,high,FKS_or_beta_1_3_glucan_synthase_inhibitor,FKS_or_beta_1_3_glucan_synthase_inhibitor,1,1,0,0,0,0,1,"1/1 direct evidence rows accepted by database-field review; example target='1,3-beta-glucan synthase component GSC2', method='In vitro inhibition of 1,3-beta-glucan synthase in Candida albicans membrane assay.'",can_enter_strict_external_FKS_or_glucan_synthase_candidate_set_after_optional_spot_check,,
EXT-FKS-0095,CHEMBL441213,pneumocandin,direct_FKS_or_beta_1_3_glucan_synthase_inhibitor_evidence,ChEMBL:CHEMBL441213,CCC(C)CC(C)CCCCCCCCC(=O)N[C@@H]1C[C@@H](O)CNC(=O)[C@@H]2[C@@H](O)CCN2C(=O)[C@H]([C@@H](O)CC(N)=O)NC(=O)[C@H]([C@@H](O)Cc2ccc(O)c(CCO)c2)NC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@H]([C@@H](C)O)NC1=O,LSIMKAYAOQPVPD-ZWCVPZMSSA-N,auto_accept_direct_FKS_or_glucan_synthase,high,FKS_or_beta_1_3_glucan_synthase_inhibitor,FKS_or_beta_1_3_glucan_synthase_inhibitor,1,1,0,0,0,0,1,"1/1 direct evidence rows accepted by database-field review; example target='1,3-beta-glucan synthase component GSC2', method='In vitro inhibition of 1,3-beta-glucan synthase in Candida albicans membrane assay.'",can_enter_strict_external_FKS_or_glucan_synthase_candidate_set_after_optional_spot_check,,
EXT-FKS-0213,CHEMBL442306,mixed_fks,direct_FKS_or_beta_1_3_glucan_synthase_inhibitor_evidence,ChEMBL:CHEMBL442306,CCC(C)CC(C)CCCCCCCCC(=O)N[C@H]1C[C@@H](O)CNC(=O)[C@@H]2[C@@H](O)CCN2C(=O)[C@H]([C@H](O)CC(=O)NCCCCCC(=O)O)NC(=O)[C@H]([C@H](O)Cc2ccc(O)cc2)NC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@H]([C@@H](C)O)NC1=O,NWUGPRIMAOZNPT-NBNRWQCGSA-N,auto_accept_direct_FKS_or_glucan_synthase,high,FKS_or_beta_1_3_glucan_synthase_inhibitor,FKS_or_beta_1_3_glucan_synthase_inhibitor,1,1,0,0,0,0,1,"1/1 direct evidence rows accepted by database-field review; example target='Beta-1,3-glucan synthase', method='Tested for inhibition of Beta-1,3-glucan synthase using a crude membrane of Candida albicans (MY 1208).'",can_enter_strict_external_FKS_or_glucan_synthase_candidate_set_after_optional_spot_check,,
EXT-FKS-0159,CHLOROGENIC ACID,mixed_fks,direct_FKS_or_beta_1_3_glucan_synthase_inhibitor_evidence,ChEMBL:CHEMBL284616,O=C(/C=C/c1ccc(O)c(O)c1)O[C@@H]1C[C@](O)(C(=O)O)C[C@@H](O)[C@H]1O,CWVRJTMFETXNAD-JUHZACGLSA-N,auto_accept_direct_FKS_or_glucan_synthase,high,FKS_or_beta_1_3_glucan_synthase_inhibitor,FKS_or_beta_1_3_glucan_synthase_inhibitor,1,1,0,0,0,0,1,"1/1 direct evidence rows accepted by database-field review; example target='Beta-1,3-glucan synthase', method='Inhibition of Candida albicans 1,3 beta-D-glucan synthase'",can_enter_strict_external_FKS_or_glucan_synthase_candidate_set_after_optional_spot_check,,
EXT-FKS-0018,CILOFUNGIN,echinocandin,direct_FKS_or_beta_1_3_glucan_synthase_inhibitor_evidence,ChEMBL:CHEMBL2103748,CCCCCCCCOc1ccc(C(=O)N[C@H]2C[C@@H](O)[C@@H](O)NC(=O)[C@@H]3[C@@H](O)[C@@H](C)CN3C(=O)[C@H]([C@@H](C)O)NC(=O)[C@H]([C@H](O)[C@@H](O)c3ccc(O)cc3)NC(=O)[C@@H]3C[C@@H](O)CN3C(=O)[C@H]([C@@H](C)O)NC2=O)cc1,ZKZKCEAHVFVZDJ-MTUMARHDSA-N,auto_accept_direct_FKS_or_glucan_synthase,high,FKS_or_beta_1_3_glucan_synthase_inhibitor,FKS_or_beta_1_3_glucan_synthase_inhibitor,1,1,0,0,0,0,1,"1/1 direct evidence rows accepted by database-field review; example target='Beta-1,3-glucan synthase', method='In vitro inhibition of glucan synthase obtained from Candida albicans at a concentration of 10 ug/mL.'",can_enter_strict_external_FKS_or_glucan_synthase_candidate_set_after_optional_spot_check,,
EXT-FKS-0043,FR-901469,mixed_fks,direct_FKS_or_beta_1_3_glucan_synthase_inhibitor_evidence,ChEMBL:CHEMBL438198,CCCCCCCCCCCCC[C@@H]1CC(=O)N[C@H]([C@@H](C)O)C(=O)N[C@H](C)C(=O)N[C@@H](Cc2ccc(O)cc2)C(=O)N[C@@H](C(C)C)C(=O)N2C[C@H](O)C[C@H]2C(=O)N[C@H]([C@@H](C)O)C(=O)N[C@@H]([C@@H](C)O)C(=O)N2CC[C@H](O)[C@H]2C(=O)N[C@@H]([C@H](O)CC(N)=O)C(=O)NCC(=O)N[C@H]([C@@H](C)O)C(=O)N[C@@H](CCCN)C(=O)O1,LTLDDYQPSWDOBJ-UNEDFBIISA-N,auto_accept_direct_FKS_or_glucan_synthase,high,FKS_or_beta_1_3_glucan_synthase_inhibitor,FKS_or_beta_1_3_glucan_synthase_inhibitor,1,1,0,0,0,0,1,"1/1 direct evidence rows accepted by database-field review; example target='Beta-1,3-glucan synthase', method='In vitro inhibitory activity against Beta glucan synthase'",can_enter_strict_external_FKS_or_glucan_synthase_candidate_set_after_optional_spot_check,,
EXT-FKS-0023,ENFUMAFUNGIN,enfumafungin,direct_FKS_or_beta_1_3_glucan_synthase_inhibitor_evidence,ChEMBL:CHEMBL2165734,CC(=O)O[C@@H]1C[C@]23C4=CC[C@@]5(C)[C@H](C(=O)O)[C@@](C)([C@H](C)C(C)C)CC[C@]5(C)[C@H]4CC[C@H]2[C@@](C)(COC3O)[C@H]1O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O,IAOFPTKYKOAKGZ-CRWQHXLTSA-N,auto_accept_direct_FKS_or_glucan_synthase,medium_high,FKS_or_beta_1_3_glucan_synthase_inhibitor,FKS_or_beta_1_3_glucan_synthase_inhibitor,3,0,3,0,3,0,3,"3/3 direct evidence rows accepted by database-field review; example target='Unchecked', method='Inhibition of Candida albicans MY1055 beta-1,3-glucan synthase assessed as [3H]UDPG incorporation after 2 hrs'",can_enter_strict_candidate_set; spot_check_unchecked_target_or_ChEMBL_assay_type_if_high_priority,,
EXT-FKS-0131,CHEMBL3693938,mixed_fks,direct_FKS_or_beta_1_3_glucan_synthase_inhibitor_evidence,ChEMBL:CHEMBL3693938,N[C@H]1CCN(C(=O)CN(C(=O)/C=C/c2ccccc2)c2ccc(-c3cccc(OC(F)(F)F)c3)cc2)C1,TYJKNXHZVFQDKO-PZVJUEDKSA-N,auto_accept_direct_FKS_or_glucan_synthase,medium_high,FKS_or_beta_1_3_glucan_synthase_inhibitor,FKS_or_beta_1_3_glucan_synthase_inhibitor,2,0,2,0,0,2,2,"2/2 direct evidence rows accepted by database-field review; example target='1,3-beta-glucan synthase', method='Glucan Synthase Assay: The glucan synthase assay follows the incorporation of tritiated UDP-glucose into acid insoluble '",can_enter_strict_candidate_set; spot_check_unchecked_target_or_ChEMBL_assay_type_if_high_priority,,
EXT-FKS-0132,CHEMBL3693939,mixed_fks,direct_FKS_or_beta_1_3_glucan_synthase_inhibitor_evidence,ChEMBL:CHEMBL3693939,CCc1cccc(-c2ccc(N(CC(=O)N3CC[C@H](N)C3)C(=O)/C=C/c3ccccc3)cc2)c1,ANCHRWLPDXHYGX-CFWGEQFBSA-N,auto_accept_direct_FKS_or_glucan_synthase,medium_high,FKS_or_beta_1_3_glucan_synthase_inhibitor,FKS_or_beta_1_3_glucan_synthase_inhibitor,2,0,2,0,0,2,2,"2/2 direct evidence rows accepted by database-field review; example target='1,3-beta-glucan synthase', method='Glucan Synthase Assay: The glucan synthase assay follows the incorporation of tritiated UDP-glucose into acid insoluble '",can_enter_strict_candidate_set; spot_check_unchecked_target_or_ChEMBL_assay_type_if_high_priority,,
EXT-FKS-0133,CHEMBL3693940,mixed_fks,direct_FKS_or_beta_1_3_glucan_synthase_inhibitor_evidence,ChEMBL:CHEMBL3693940,N[C@H]1CCN(C(=O)CN(C(=O)/C=C/c2ccccc2)c2ccc(Oc3ccccc3)cc2)C1,OSOYNMLVDAQMAZ-GSTVHYHFSA-N,auto_accept_direct_FKS_or_glucan_synthase,medium_high,FKS_or_beta_1_3_glucan_synthase_inhibitor,FKS_or_beta_1_3_glucan_synthase_inhibitor,2,0,2,0,0,2,2,"2/2 direct evidence rows accepted by database-field review; example target='1,3-beta-glucan synthase', method='Glucan Synthase Assay: The glucan synthase assay follows the incorporation of tritiated UDP-glucose into acid insoluble '",can_enter_strict_candidate_set; spot_check_unchecked_target_or_ChEMBL_assay_type_if_high_priority,,
EXT-FKS-0134,CHEMBL3693941,mixed_fks,direct_FKS_or_beta_1_3_glucan_synthase_inhibitor_evidence,ChEMBL:CHEMBL3693941,N[C@H]1CCN(C(=O)CN(CC(=O)NCc2cc(C(F)(F)F)cc(C(F)(F)F)c2)c2cccc(Oc3ccccc3)c2)C1,KHPNQJDXEBEUDN-QFIPXVFZSA-N,auto_accept_direct_FKS_or_glucan_synthase,medium_high,FKS_or_beta_1_3_glucan_synthase_inhibitor,FKS_or_beta_1_3_glucan_synthase_inhibitor,2,0,2,0,0,2,2,"2/2 direct evidence rows accepted by database-field review; example target='1,3-beta-glucan synthase', method='Glucan Synthase Assay: The glucan synthase assay follows the incorporation of tritiated UDP-glucose into acid insoluble '",can_enter_strict_candidate_set; spot_check_unchecked_target_or_ChEMBL_assay_type_if_high_priority,,
EXT-FKS-0135,CHEMBL3693942,mixed_fks,direct_FKS_or_beta_1_3_glucan_synthase_inhibitor_evidence,ChEMBL:CHEMBL3693942,N[C@H]1CCN(C(=O)CN(CC(=O)NCc2cccc(Cl)c2)c2ccc(Oc3ccccc3)cc2)C1,GCGTVJOAENIZRB-QFIPXVFZSA-N,auto_accept_direct_FKS_or_glucan_synthase,medium_high,FKS_or_beta_1_3_glucan_synthase_inhibitor,FKS_or_beta_1_3_glucan_synthase_inhibitor,2,0,2,0,0,2,2,"2/2 direct evidence rows accepted by database-field review; example target='1,3-beta-glucan synthase', method='Glucan Synthase Assay: The glucan synthase assay follows the incorporation of tritiated UDP-glucose into acid insoluble '",can_enter_strict_candidate_set; spot_check_unchecked_target_or_ChEMBL_assay_type_if_high_priority,,
EXT-FKS-0136,CHEMBL3693943,mixed_fks,direct_FKS_or_beta_1_3_glucan_synthase_inhibitor_evidence,ChEMBL:CHEMBL3693943,N[C@H]1CCN(C(=O)CN(CC(=O)NCc2cc(F)cc(C(F)(F)F)c2)c2ccc(Oc3ccccc3)cc2)C1,WHXMWBWMNMEOEN-QFIPXVFZSA-N,auto_accept_direct_FKS_or_glucan_synthase,medium_high,FKS_or_beta_1_3_glucan_synthase_inhibitor,FKS_or_beta_1_3_glucan_synthase_inhibitor,2,0,2,0,0,2,2,"2/2 direct evidence rows accepted by database-field review; example target='1,3-beta-glucan synthase', method='Glucan Synthase Assay: The glucan synthase assay follows the incorporation of tritiated UDP-glucose into acid insoluble '",can_enter_strict_candidate_set; spot_check_unchecked_target_or_ChEMBL_assay_type_if_high_priority,,
