compound_id,canonical_name,synonyms,compound_class,source_type,parent_scaffold,smiles_raw,smiles_canonical,inchikey,stereochemistry_status,structure_confidence,sugar_identity,galactose_present,spiroketal_status,long_acyl_chain_type,long_acyl_chain_length,long_acyl_double_bonds,long_acyl_geometry,short_acyl_chain_type,modification_site,modification_summary,mw_exact,clogp,tpsa,hbd,hba,rotb,fsp3,formal_charge,reference_id,source_table_or_figure,curation_status,notes
PAPU-0086,Fusacandin analog 6p,6p,fusacandin_derivative,semisynthetic,Fusacandin A,,CCCCC/C=C/C=C/[C@@H](O)C/C=C/C=C/C(=O)O[C@@H]1[C@@H](O)[C@H](c2c(O)cc(O)cc2CO)O[C@H](CO)[C@H]1O[C@@H]1O[C@H](COC(=O)c2ccc(-c3ccc(OC(C)(C)C)cc3)cc2)[C@H](O)[C@H](O)[C@H]1O[C@@H]1O[C@H](CO)[C@H](O)[C@H](O)[C@H]1O,HLLLMNOFAVSTBM-MRTKXUEVSA-N,complete,medium,"fusacandin trisaccharide core; additional galactose beta-1,2 to existing galactose",TRUE,absent; C-1 ether,Fusacandin A C-3 lipophilic side chain retained,,,,C-6' isopropoxybiphenylcarbonyl ester,C6' side chain,isopropoxybiphenylcarbonyl C-6' ester; Fusacandin A C-3 side chain retained,1124.4828,2.5694,350.7400,12,22,24,0.5172,0,PAPER-1996-YEUNG,Scheme 1; Table 1 compound 6p,curated,"Final deprotected C-6' ester analog 6p; protected intermediates 3, 4, and 5 were not entered as compounds. RDKit canonical SMILES, InChIKey, and descriptors generated from curated SDF on 2026-06-10."
PAPU-0087,Fusacandin analog 6q,6q,fusacandin_derivative,semisynthetic,Fusacandin A,,CCCCC/C=C/C=C/[C@@H](O)C/C=C/C=C/C(=O)O[C@@H]1[C@@H](O)[C@H](c2c(O)cc(O)cc2CO)O[C@H](CO)[C@H]1O[C@@H]1O[C@H](COC(=O)c2ccc(-c3ccc(OCCCCCCCC)cc3)cc2)[C@H](O)[C@H](O)[C@H]1O[C@@H]1O[C@H](CO)[C@H](O)[C@H](O)[C@H]1O,MFCVCYIDIOFRLW-ITDJRKQSSA-N,complete,medium,"fusacandin trisaccharide core; additional galactose beta-1,2 to existing galactose",TRUE,absent; C-1 ether,Fusacandin A C-3 lipophilic side chain retained,,,,C-6' octyloxybiphenylcarbonyl ester,C6' side chain,octyloxybiphenylcarbonyl C-6' ester; Fusacandin A C-3 side chain retained,1180.5454,4.1314,350.7400,12,22,31,0.5484,0,PAPER-1996-YEUNG,Scheme 1; Table 1 compound 6q,curated,"Final deprotected C-6' ester analog 6q; protected intermediates 3, 4, and 5 were not entered as compounds. RDKit canonical SMILES, InChIKey, and descriptors generated from curated SDF on 2026-06-10."
PAPU-0088,Fusacandin analog 6r,6r,fusacandin_derivative,semisynthetic,Fusacandin A,,CCCCC/C=C/C=C/[C@@H](O)C/C=C/C=C/C(=O)O[C@@H]1[C@@H](O)[C@H](c2c(O)cc(O)cc2CO)O[C@H](CO)[C@H]1O[C@@H]1O[C@H](COC(=O)c2ccc(-c3ccc(OCc4ccccc4)cc3)cc2)[C@H](O)[C@H](O)[C@H]1O[C@@H]1O[C@H](CO)[C@H](O)[C@H](O)[C@H]1O,PRRANWSWANZOKB-VZVUDRBYSA-N,complete,medium,"fusacandin trisaccharide core; additional galactose beta-1,2 to existing galactose",TRUE,absent; C-1 ether,Fusacandin A C-3 lipophilic side chain retained,,,,C-6' benzyloxybiphenylcarbonyl ester,C6' side chain,benzyloxybiphenylcarbonyl C-6' ester; Fusacandin A C-3 side chain retained,1158.4672,2.9711,350.7400,12,22,26,0.4426,0,PAPER-1996-YEUNG,Scheme 1; Table 1 compound 6r,curated,"Final deprotected C-6' ester analog 6r; protected intermediates 3, 4, and 5 were not entered as compounds. RDKit canonical SMILES, InChIKey, and descriptors generated from curated SDF on 2026-06-10."
PAPU-0089,Fusacandin analog 6s,6s,fusacandin_derivative,semisynthetic,Fusacandin A,,CCCCC/C=C/C=C/[C@@H](O)C/C=C/C=C/C(=O)O[C@@H]1[C@@H](O)[C@H](c2c(O)cc(O)cc2CO)O[C@H](CO)[C@H]1O[C@@H]1O[C@H](COC(=O)c2cccc(-c3ccc(OC)cc3)c2)[C@H](O)[C@H](O)[C@H]1O[C@@H]1O[C@H](CO)[C@H](O)[C@H](O)[C@H]1O,PRDGLNUQULTTDM-QUEDAWRGSA-N,complete,medium,"fusacandin trisaccharide core; additional galactose beta-1,2 to existing galactose",TRUE,absent; C-1 ether,Fusacandin A C-3 lipophilic side chain retained,,,,C-6' methoxybiphenyl regioisomer ester,C6' side chain,methoxybiphenylcarbonyl regioisomer C-6' ester; Fusacandin A C-3 side chain retained,1082.4359,1.4007,350.7400,12,22,24,0.4909,0,PAPER-1996-YEUNG,Scheme 1; Table 1 compound 6s,curated,"Final deprotected C-6' ester analog 6s; protected intermediates 3, 4, and 5 were not entered as compounds. RDKit canonical SMILES, InChIKey, and descriptors generated from curated SDF on 2026-06-10."
PAPU-0090,Fusacandin analog 6t,6t,fusacandin_derivative,semisynthetic,Fusacandin A,,CCCCC/C=C/C=C/[C@@H](O)C/C=C/C=C/C(=O)O[C@@H]1[C@@H](O)[C@H](c2c(O)cc(O)cc2CO)O[C@H](CO)[C@H]1O[C@@H]1O[C@H](COC(=O)c2ccc(-c3ccccc3OC)cc2)[C@H](O)[C@H](O)[C@H]1O[C@@H]1O[C@H](CO)[C@H](O)[C@H](O)[C@H]1O,ZBSGLBFGXRZKQQ-AELDGGJJSA-N,complete,medium,"fusacandin trisaccharide core; additional galactose beta-1,2 to existing galactose",TRUE,absent; C-1 ether,Fusacandin A C-3 lipophilic side chain retained,,,,C-6' methoxybiphenyl regioisomer ester,C6' side chain,methoxybiphenylcarbonyl regioisomer C-6' ester; Fusacandin A C-3 side chain retained,1082.4359,1.4007,350.7400,12,22,24,0.4909,0,PAPER-1996-YEUNG,Scheme 1; Table 1 compound 6t,curated,"Final deprotected C-6' ester analog 6t; protected intermediates 3, 4, and 5 were not entered as compounds. RDKit canonical SMILES, InChIKey, and descriptors generated from curated SDF on 2026-06-10."
PAPU-0091,Fusacandin analog 6u,6u,fusacandin_derivative,semisynthetic,Fusacandin A,,CCCCC/C=C/C=C/[C@@H](O)C/C=C/C=C/C(=O)O[C@@H]1[C@@H](O)[C@H](c2c(O)cc(O)cc2CO)O[C@H](CO)[C@H]1O[C@@H]1O[C@H](COC(=O)c2ccc(-c3ccc(O)cc3)cc2)[C@H](O)[C@H](O)[C@H]1O[C@@H]1O[C@H](CO)[C@H](O)[C@H](O)[C@H]1O,RNTWIGQXQMUZNI-JIBNUADJSA-N,complete,medium,"fusacandin trisaccharide core; additional galactose beta-1,2 to existing galactose",TRUE,absent; C-1 ether,Fusacandin A C-3 lipophilic side chain retained,,,,C-6' hydroxybiphenylcarbonyl ester,C6' side chain,hydroxybiphenylcarbonyl C-6' ester; Fusacandin A C-3 side chain retained,1068.4202,1.0977,361.7400,13,22,23,0.4815,0,PAPER-1996-YEUNG,Scheme 1; Table 1 compound 6u,curated,"Final deprotected C-6' ester analog 6u; protected intermediates 3, 4, and 5 were not entered as compounds. RDKit canonical SMILES, InChIKey, and descriptors generated from curated SDF on 2026-06-10."
PAPU-0092,Corynecandin,,papulacandin_family_natural_product,natural_product,chaetiacandin_type_papulacandin,,CCCCC/C=C\C=C\C(=O)OC[C@H]1O[C@@H](O[C@H]2[C@H](OC(=O)/C(C)=C/C=C/CC(O)C(C)CC)[C@@H](O)[C@H](c3c(O)cc(O)cc3CO)O[C@@H]2CO)[C@H](O)[C@@H](O)[C@H]1O,PKHFEGZZONAJBZ-COWAJZTFSA-N,partial,medium,C-glycosidic glucose-like unit; O-glycosidic galactose-like unit,TRUE,absent; C-glycoside/chaetiacandin-like aryl glycoside core,"shortened C3 ester chain relative to chaetiacandin; unusual 2,4-dienoic aliphatic acid chain",,2,"2'',4'' trans-trans assigned by NOE","C6' 2,4-dienoic aliphatic acid ester with trans-cis geometry assigned by NOE",whole_molecule,new small papulacandin/chaetiacandin-type glycolipid with shortened C3 ester chain and two sugar units,808.3881,2.0233,262.3600,9,16,20,0.6098,0,PAPER-1997-GUNAWARDANA,Fig. 1; Table 1; Fig. 2; Table 2,curated,"Corynecandin from Coryneum modonium AB2020T-223 NRRL 25349; formula C41H60O16 supported by HRFAB-MS [M+H]+ m/z 809.3972 and MS/MS. 1. RDKit canonical SMILES, InChIKey, and descriptors generated from curated SDF on 2026-06-10."
PAPU-0093,Saricandin Papulacandin D analog 1,compound 1; Saricandin analog corresponding to Papulacandin D,papulacandin_d_derivative,synthetic,Saricandin/Papulacandin D,,CCCCC/C=C/C=C/[C@@H](O)C/C=C/C=C/C(=O)O[C@H]1[C@H](O)[C@@H](CO)O[C@]2(OCc3cc(O)cc(O)c32)[C@@H]1O,KWYKUUXYLZSYED-CWEMDAJQSA-N,complete,medium,spirocyclic monoglycoside glucose-like unit; galactose absent,FALSE,intact,Saricandin-like C16 hydroxy tetraenoic acyl ester at C-3,16,4,"2E,4E,8E,10E reported for synthetic side chain",absent; C6 prime galactose-linked short fatty acid removed with galactose moiety,galactose;short_acyl,Papulacandin-D-like monoglycoside analog bearing Saricandin C-3 side chain but lacking galactose and the C6 prime short fatty acid,546.2465,2.3616,166.1400,6,10,12,0.4828,0,PAPER-2001-HAMDOUCHI,Figure; Scheme 1; Scheme 5; final product analytical data,curated,"First total synthesis of a Saricandin analog corresponding to Papulacandin D. Final compound 1 has formula C29H38O10 by elemental analysis. No significant antifungal activity was reported in enzyme and cell-based assays, but no numeric IC50/MIC threshold was provided. RDKit canonical SMILES, InChIKey, and descriptors generated from curated SDF on 2026-06-10."
PAPU-0094,F-10748 A1,compound 1; F10748 A1,papulacandin_family_natural_product,natural_product,papulacandin_type,,CCC(C)/C=C/CCCC(C)[C@@H](O)C/C=C/C=C/C(=O)O[C@H]1[C@H](O[C@@H]2O[C@H](CO)[C@H](O)[C@H](O)[C@H]2O)[C@@H](CO)O[C@]2(OCc3cc(O)cc(O)c32)[C@@H]1O,LTUSMYBYNGEWAQ-PWXIRVRBSA-N,partial,medium,spirocyclic diglycoside; papulacandin-type core,TRUE,intact,"7-hydroxy-8,14-dimethyl-2,4,12-hexadecatrienoyl moiety at C-3",16,3,"2E,4E,12E",absent; R1=H at C-6 prime,core type; C-6 prime R1 side chain,F-10748 A1 member with papulacandin type and R1=H.,738.3463,0.9018,245.2900,9,15,16,0.6486,0,PAPER-2002-OHYAMA,Fig. 1; HRFAB-MS summary in text,curated,"C37H54O15 by HRFAB-MS/formula assignment in the paper. A1 was isolated only as an A1/A2 mixture; no Table 3 or Table 4 bioactivity value was reported. 1. RDKit canonical SMILES, InChIKey, and descriptors generated from curated SDF on 2026-06-10."
PAPU-0095,F-10748 A2,compound 2; F10748 A2,papulacandin_family_natural_product,natural_product,chaetiacandin_type_papulacandin,,CCC(C)/C=C/CCCC(C)[C@@H](O)C/C=C/C=C/C(=O)O[C@@H]1[C@@H](O)[C@H](c2c(O)cc(O)cc2CO)O[C@H](CO)[C@H]1O[C@@H]1O[C@H](CO)[C@H](O)[C@H](O)[C@H]1O,LMHWQKUFQSKBRW-NDNIQZDXSA-N,partial,medium,diglycoside; chaetiacandin-type C-1 ether/benzyl alcohol core,TRUE,absent; chaetiacandin-type C-1 ether/benzyl alcohol core,"7-hydroxy-8,14-dimethyl-2,4,12-hexadecatrienoyl moiety at C-3",16,3,"2E,4E,12E",absent; R1=H at C-6 prime,core type; C-6 prime R1 side chain,F-10748 A2 member with chaetiacandin type papulacandin and R1=H.,740.3619,0.7522,256.2900,10,15,18,0.6486,0,PAPER-2002-OHYAMA,Fig. 1; HRFAB-MS summary in text,curated,"C37H56O15 by HRFAB-MS/formula assignment in the paper. A2 was isolated only as an A1/A2 mixture; no Table 3 or Table 4 bioactivity value was reported. 1. RDKit canonical SMILES, InChIKey, and descriptors generated from curated SDF on 2026-06-10."
PAPU-0096,F-10748 B1,compound 3; F10748 B1,papulacandin_family_natural_product,natural_product,papulacandin_type,,CCCC(=O)OC[C@H]1O[C@@H](O[C@H]2[C@H](OC(=O)/C=C/C=C/C[C@H](O)C(C)CCC/C=C/C(C)CC)[C@@H](O)[C@@]3(OCc4cc(O)cc(O)c43)O[C@@H]2CO)[C@H](O)[C@@H](O)[C@H]1O,WOVLPCZTNQXBBM-GSUJLKTDSA-N,partial,medium,spirocyclic diglycoside; papulacandin-type core,TRUE,intact,"7-hydroxy-8,14-dimethyl-2,4,12-hexadecatrienoyl moiety at C-3",16,3,"2E,4E,12E",C-6 prime butyryl ester,core type; C-6 prime R1 side chain,F-10748 B1 member with papulacandin type and R1=butyryl.,808.3881,2.2528,251.3600,8,16,19,0.6585,0,PAPER-2002-OHYAMA,Fig. 1; Table 3; Table 4,curated,"C41H60O16 by HRFAB-MS/formula assignment in the paper. Papulacandin-type B member bearing a C-6 prime butyryl side chain. 1. RDKit canonical SMILES, InChIKey, and descriptors generated from curated SDF on 2026-06-10."
PAPU-0097,F-10748 B2,compound 4; F10748 B2,papulacandin_family_natural_product,natural_product,chaetiacandin_type_papulacandin,,CCCC(=O)OC[C@H]1O[C@@H](O[C@H]2[C@H](OC(=O)/C=C/C=C/C[C@H](O)C(C)CCC/C=C/C(C)CC)[C@@H](O)[C@H](c3c(O)cc(O)cc3CO)O[C@@H]2CO)[C@H](O)[C@@H](O)[C@H]1O,MOHWXOOCNYDUHH-FRBYQQPPSA-N,partial,medium,diglycoside; chaetiacandin-type C-1 ether/benzyl alcohol core,TRUE,absent; chaetiacandin-type C-1 ether/benzyl alcohol core,"7-hydroxy-8,14-dimethyl-2,4,12-hexadecatrienoyl moiety at C-3",16,3,"2E,4E,12E",C-6 prime butyryl ester,core type; C-6 prime R1 side chain,F-10748 B2 member with chaetiacandin type papulacandin and R1=butyryl.,810.4038,2.1032,262.3600,9,16,21,0.6585,0,PAPER-2002-OHYAMA,Fig. 1; Table 3; Table 4,curated,"C41H62O16 by HRFAB-MS/formula assignment in the paper. Chaetiacandin-type B member bearing a C-6 prime butyryl side chain. 1. RDKit canonical SMILES, InChIKey, and descriptors generated from curated SDF on 2026-06-10."
PAPU-0098,F-10748 C1,compound 5; F10748 C1,papulacandin_family_natural_product,natural_product,papulacandin_type,,CCCCC(=O)OC[C@H]1O[C@@H](O[C@H]2[C@H](OC(=O)/C=C/C=C/C[C@H](O)C(C)CCC/C=C/C(C)CC)[C@@H](O)[C@@]3(OCc4cc(O)cc(O)c43)O[C@@H]2CO)[C@H](O)[C@@H](O)[C@H]1O,NEVZJOGRXRMXIL-FWXKHSMGSA-N,partial,medium,spirocyclic diglycoside; papulacandin-type core,TRUE,intact,"7-hydroxy-8,14-dimethyl-2,4,12-hexadecatrienoyl moiety at C-3",16,3,"2E,4E,12E",C-6 prime valeryl ester,core type; C-6 prime R1 side chain,F-10748 C1 member with papulacandin type and R1=valeryl.,822.4038,2.6429,251.3600,8,16,20,0.6667,0,PAPER-2002-OHYAMA,Fig. 1; Table 3; Table 4,curated,"C42H62O16 by HRFAB-MS/formula assignment in the paper. Main structure-elucidation compound; papulacandin-type C member bearing a C-6 prime valeryl side chain. 1. RDKit canonical SMILES, InChIKey, and descriptors generated from curated SDF on 2026-06-10."
PAPU-0099,F-10748 C2,compound 6; F10748 C2,papulacandin_family_natural_product,natural_product,chaetiacandin_type_papulacandin,,CCCCC(=O)OC[C@H]1O[C@@H](O[C@H]2[C@H](OC(=O)/C=C/C=C/C[C@H](O)C(C)CCC/C=C/C(C)CC)[C@@H](O)[C@H](c3c(O)cc(O)cc3CO)O[C@@H]2CO)[C@H](O)[C@@H](O)[C@H]1O,DOUCVPKCQVKZTF-TZBNQXLCSA-N,partial,medium,diglycoside; chaetiacandin-type C-1 ether/benzyl alcohol core,TRUE,absent; chaetiacandin-type C-1 ether/benzyl alcohol core,"7-hydroxy-8,14-dimethyl-2,4,12-hexadecatrienoyl moiety at C-3",16,3,"2E,4E,12E",C-6 prime valeryl ester,core type; C-6 prime R1 side chain,F-10748 C2 member with chaetiacandin type papulacandin and R1=valeryl.,824.4194,2.4933,262.3600,9,16,22,0.6667,0,PAPER-2002-OHYAMA,Fig. 1; Table 3; Table 4,curated,"C42H64O16 by HRFAB-MS/formula assignment in the paper. Main structure-elucidation companion; chaetiacandin-type C member bearing a C-6 prime valeryl side chain. 1. RDKit canonical SMILES, InChIKey, and descriptors generated from curated SDF on 2026-06-10."
PAPU-0100,F-10748 D1,compound 7; F10748 D1,papulacandin_family_natural_product,natural_product,papulacandin_type,,CCCCCC(=O)OC[C@H]1O[C@@H](O[C@H]2[C@H](OC(=O)/C=C/C=C/C[C@H](O)C(C)CCC/C=C/C(C)CC)[C@@H](O)[C@@]3(OCc4cc(O)cc(O)c43)O[C@@H]2CO)[C@H](O)[C@@H](O)[C@H]1O,LZJLUBUKNPNGNF-OSQGBYNXSA-N,partial,medium,spirocyclic diglycoside; papulacandin-type core,TRUE,intact,"7-hydroxy-8,14-dimethyl-2,4,12-hexadecatrienoyl moiety at C-3",16,3,"2E,4E,12E",C-6 prime hexanoyl ester,core type; C-6 prime R1 side chain,F-10748 D1 member with papulacandin type and R1=hexanoyl.,836.4194,3.0330,251.3600,8,16,21,0.6744,0,PAPER-2002-OHYAMA,Fig. 1; Table 3; Table 4,curated,"C43H64O16 by HRFAB-MS/formula assignment in the paper. Papulacandin-type D member bearing a C-6 prime hexanoyl side chain. 1. RDKit canonical SMILES, InChIKey, and descriptors generated from curated SDF on 2026-06-10."
PAPU-0101,F-10748 D2,compound 8; F10748 D2,papulacandin_family_natural_product,natural_product,chaetiacandin_type_papulacandin,,CCCCCC(=O)OC[C@H]1O[C@@H](O[C@H]2[C@H](OC(=O)/C=C/C=C/C[C@H](O)C(C)CCC/C=C/C(C)CC)[C@@H](O)[C@H](c3c(O)cc(O)cc3CO)O[C@@H]2CO)[C@H](O)[C@@H](O)[C@H]1O,VLKWHNCYEWBIHV-HZDCMTGYSA-N,partial,medium,diglycoside; chaetiacandin-type C-1 ether/benzyl alcohol core,TRUE,absent; chaetiacandin-type C-1 ether/benzyl alcohol core,"7-hydroxy-8,14-dimethyl-2,4,12-hexadecatrienoyl moiety at C-3",16,3,"2E,4E,12E",C-6 prime hexanoyl ester,core type; C-6 prime R1 side chain,F-10748 D2 member with chaetiacandin type papulacandin and R1=hexanoyl.,838.4351,2.8834,262.3600,9,16,23,0.6744,0,PAPER-2002-OHYAMA,Fig. 1; Table 3; Table 4,curated,"C43H66O16 by HRFAB-MS/formula assignment in the paper. Chaetiacandin-type D member bearing a C-6 prime hexanoyl side chain. 1. RDKit canonical SMILES, InChIKey, and descriptors generated from curated SDF on 2026-06-10."
PAPU-0102,Papulacandin D sorbic acid mimic 48,compound 48; sorbic acid derivative 48; sorbic acid mimic,papulacandin_d_derivative,synthetic,Papulacandin D monoglycoside spiroketal core,,C/C=C/C=C/C(=O)O[C@H]1[C@H](O)[C@@H](CO)O[C@]2(OCc3cc(O)cc(O)c32)[C@@H]1O,QTNPUTAOUUSSGR-UAMVJHHRSA-N,complete,medium,spirocyclic monoglycoside glucose-like unit; galactose absent,FALSE,intact,sorbyl ester side chain at glucose O-3,6,2,"2E,4E inferred from sorbic acid",absent; C6 prime galactose-linked short acyl side chain absent,C3 long acyl side chain; galactose absent,Papulacandin-D-like monoglycoside with the native C3 side chain replaced by a short sorbic acid-derived acyl chain,394.1264,-0.0622,145.9100,5,9,4,0.4211,0,PAPER-2012-VANDERKAADEN,Scheme 4; Supporting Information synthetic procedure and spectral data; biological activity paragraph,curated,"Formula C19H22O9 supported by HRMS as [M+Na]+. RDKit canonical SMILES, InChIKey, and descriptors generated from curated SDF on 2026-06-10."
PAPU-0103,Papulacandin D palmitic acid mimic 49,compound 49; palmitic acid derivative 49; palmitic acid mimic,papulacandin_d_derivative,synthetic,Papulacandin D monoglycoside spiroketal core,,CCCCCCCCCCCCCCCC(=O)O[C@H]1[C@H](O)[C@@H](CO)O[C@]2(OCc3cc(O)cc(O)c32)[C@@H]1O,WFJLQFGFGWDZGT-GYDNBQAISA-N,complete,medium,spirocyclic monoglycoside glucose-like unit; galactose absent,FALSE,intact,palmitoyl ester side chain at glucose O-3,16,0,saturated,absent; C6 prime galactose-linked short acyl side chain absent,C3 long acyl side chain; galactose absent,Papulacandin-D-like monoglycoside with a saturated C16 palmitoyl C3 acyl side chain,538.3142,4.2868,145.9100,5,9,16,0.7586,0,PAPER-2012-VANDERKAADEN,Scheme 4; Supporting Information synthetic procedure and spectral data; biological activity paragraph,curated,"Formula C29H46O9 supported by HRMS as [M+Na]+. RDKit canonical SMILES, InChIKey, and descriptors generated from curated SDF on 2026-06-10."
PAPU-0104,Papulacandin D linoleic acid mimic 50,compound 50; linoleic acid derivative 50; linoleic acid mimic,papulacandin_d_derivative,synthetic,Papulacandin D monoglycoside spiroketal core,,CCCCC/C=C\C/C=C\CCCCCCCC(=O)O[C@H]1[C@H](O)[C@@H](CO)O[C@]2(OCc3cc(O)cc(O)c32)[C@@H]1O,FFPBNMMRKXDZCI-WRJJHDHYSA-N,complete,medium,spirocyclic monoglycoside glucose-like unit; galactose absent,FALSE,intact,linoleoyl ester side chain at glucose O-3,18,2,"9Z,12Z from linoleic acid; two cis double bonds",absent; C6 prime galactose-linked short acyl side chain absent,C3 long acyl side chain; galactose absent,Papulacandin-D-like monoglycoside with a C18 linoleoyl C3 acyl side chain containing two cis double bonds,562.3142,4.6190,145.9100,5,9,16,0.6452,0,PAPER-2012-VANDERKAADEN,Scheme 4; Supporting Information synthetic procedure and spectral data; biological activity paragraph,curated,"Formula C31H46O9 supported by HRMS as [M+H]+ and [M+Na]+. RDKit canonical SMILES, InChIKey, and descriptors generated from curated SDF on 2026-06-10."
PAPU-0105,Papulacandin D all-trans-retinoic acid mimic 51,compound 51; all-trans-retinoic acid derivative 51; retinoic acid mimic,papulacandin_d_derivative,synthetic,Papulacandin D monoglycoside spiroketal core,,CC1=C(/C=C/C(C)=C/C=C/C(C)=C/C(=O)O[C@H]2[C@H](O)[C@@H](CO)O[C@]3(OCc4cc(O)cc(O)c43)[C@@H]2C)C(C)(C)CCC1,IKIPMVTYSIGDEM-OJNANEJMSA-N,complete,medium,spirocyclic monoglycoside glucose-like unit; galactose absent,FALSE,intact,all-trans-retinoyl ester side chain at glucose O-3,20,multiple; retinoid polyene,all-trans retinoic acid mimic; final identity analytically uncertain,absent; C6 prime galactose-linked short acyl side chain absent,C3 long acyl side chain; galactose absent,Papulacandin-D-like monoglycoside with an all-trans-retinoic acid-derived C3 acyl side chain,580.3036,5.6123,125.6800,4,8,7,0.5000,0,PAPER-2012-VANDERKAADEN,Scheme 4; Supporting Information synthetic procedure and spectral data; biological activity paragraph,curated,"No clear NMR or MS spectra were obtained because of degradation/aggregation; formula and exact mass were not entered as confirmed. RDKit canonical SMILES, InChIKey, and descriptors generated from curated SDF on 2026-06-10."
PAPU-0106,"4-formyl-2-methoxyphenyl 2,3,4,6-tetra-O-acetyl-beta-D-glucopyranoside 6",compound 6; de Souza 2015 compound 6; palmitic acid-based neoglycolipid 6,papulacandin_d_related_synthetic_intermediate,synthetic,Papulacandin D simplified aryl beta-glucoside analog; spiroketal replaced,,[H]C(=O)c1ccc(O[C@@H]2OC(COC(C)=O)[C@@H](OC(C)=O)[C@H](OC(C)=O)C2OC(C)=O)c(OC)c1,RCOAJUUVGFLXIR-BSOOOEKESA-N,partial,medium,aryl beta-D-glucopyranoside; galactose absent,FALSE,absent; classical aryl beta-glucoside replaces Papulacandin D spiroketal,none,0,0,none,absent; no galactose-linked short acyl chain,aglycone; glucose O-2/O-3 acylation; protecting groups,peracetylated glucoside intermediate; 4-formyl-2-methoxyphenyl aglycone; tetra-O-acetyl glucoside; none.,482.1424,0.9696,149.9600,0,12,9,0.5000,0,PAPER-2015-DESOUZA,Scheme 1; Table 1; Experimental synthetic characterization,curated,"Paper compound 6; formula note: C22H26O12. Tested in Table 1 against Candida spp. RDKit canonical SMILES, InChIKey, and descriptors generated from curated SDF on 2026-06-10."
PAPU-0107,"3-formylphenyl 2,3,4,6-tetra-O-acetyl-beta-D-glucopyranoside 7",compound 7; de Souza 2015 compound 7; palmitic acid-based neoglycolipid 7,papulacandin_d_related_synthetic_intermediate,synthetic,Papulacandin D simplified aryl beta-glucoside analog; spiroketal replaced,,[H]C(=O)c1cccc(O[C@@H]2OC(COC(C)=O)[C@@H](OC(C)=O)[C@H](OC(C)=O)C2OC(C)=O)c1,IUXUNKKLJNQEFC-LZNFGNRXSA-N,partial,medium,aryl beta-D-glucopyranoside; galactose absent,FALSE,absent; classical aryl beta-glucoside replaces Papulacandin D spiroketal,none,0,0,none,absent; no galactose-linked short acyl chain,aglycone; glucose O-2/O-3 acylation; protecting groups,peracetylated glucoside intermediate; 3-formylphenyl aglycone; tetra-O-acetyl glucoside; none.,452.1319,0.9610,140.7300,0,11,8,0.4762,0,PAPER-2015-DESOUZA,Scheme 1; Table 1; Experimental synthetic characterization,curated,"Paper compound 7; formula note: C21H24O11. Tested in Table 1 against Candida spp. RDKit canonical SMILES, InChIKey, and descriptors generated from curated SDF on 2026-06-10."
PAPU-0108,4-formyl-2-methoxyphenyl beta-D-glucopyranoside 8,compound 8; de Souza 2015 compound 8; palmitic acid-based neoglycolipid 8,papulacandin_d_related_synthetic_intermediate,synthetic,Papulacandin D simplified aryl beta-glucoside analog; spiroketal replaced,,[H]C(=O)c1ccc(O[C@@H]2OC(CO)[C@@H](O)[C@H](O)C2O)c(OC)c1,LPRNQMUKVDHCFX-OONHEIRLSA-N,partial,medium,aryl beta-D-glucopyranoside; galactose absent,FALSE,absent; classical aryl beta-glucoside replaces Papulacandin D spiroketal,none,0,0,none,absent; no galactose-linked short acyl chain,aglycone; glucose O-2/O-3 acylation; protecting groups,deacetylated glucoside intermediate; 4-formyl-2-methoxyphenyl aglycone; free glucoside; none.,314.1002,-1.3136,125.6800,4,8,5,0.5000,0,PAPER-2015-DESOUZA,Scheme 1; Table 1; Experimental synthetic characterization,curated,"Paper compound 8; formula note: C14H18O8. Tested in Table 1 against Candida spp. RDKit canonical SMILES, InChIKey, and descriptors generated from curated SDF on 2026-06-10."
PAPU-0109,3-formylphenyl beta-D-glucopyranoside 9,compound 9; de Souza 2015 compound 9; palmitic acid-based neoglycolipid 9,papulacandin_d_related_synthetic_intermediate,synthetic,Papulacandin D simplified aryl beta-glucoside analog; spiroketal replaced,,[H]C(=O)c1cccc(O[C@@H]2OC(CO)[C@@H](O)[C@H](O)C2O)c1,MYKHRVYVTLUXGA-APSDNXJZSA-N,partial,medium,aryl beta-D-glucopyranoside; galactose absent,FALSE,absent; classical aryl beta-glucoside replaces Papulacandin D spiroketal,none,0,0,none,absent; no galactose-linked short acyl chain,aglycone; glucose O-2/O-3 acylation; protecting groups,deacetylated glucoside intermediate; 3-formylphenyl aglycone; free glucoside; possible oligomer; none.,284.0896,-1.3222,116.4500,4,7,4,0.4615,0,PAPER-2015-DESOUZA,Scheme 1; Table 1; Experimental synthetic characterization,curated,"Paper compound 9; formula note: C13H16O7 monomer formula not confirmed because NMR suggested possible oligomer. Tested in Table 1 against Candida spp. RDKit canonical SMILES, InChIKey, and descriptors generated from curated SDF on 2026-06-10."
